6,1,623,294,259,193,0.27,11,0,0
11,1,618,300,261,188,0.27,11,0,0
28,1,634,298,239,188,0.26,11,0,0
29,1,616,273,258,214,0.49,11,0,0
30,1,641,286,235,199,0.27,11,0,0
31,1,634,273,241,212,0.37,11,0,0
35,1,614,279,260,206,0.32,11,0,0
36,1,628,288,246,192,0.32,11,0,0
37,1,617,286,258,197,0.36,11,0,0
40,1,619,292,248,183,0.26,11,0,0
43,1,607,268,268,212,0.37,11,0,0
46,1,625,298,247,186,0.36,11,0,0
47,1,618,286,256,199,0.48,11,0,0
48,1,622,298,251,185,0.45,11,0,0
49,1,629,298,242,187,0.53,11,0,0
50,1,633,298,241,188,0.56,11,0,0
51,1,637,294,233,192,0.58,11,0,0
52,1,628,292,244,194,0.55,11,0,0
53,1,623,289,245,199,0.45,11,0,0
54,1,641,298,222,185,0.41,11,0,0
55,1,639,296,230,187,0.36,11,0,0
56,1,642,297,227,181,0.46,11,0,0
57,1,644,296,228,182,0.38,11,0,0
58,1,639,295,220,189,0.45,11,0,0
59,1,641,293,219,191,0.36,11,0,0
60,1,642,295,222,187,0.28,11,0,0
61,1,645,299,219,184,0.30,11,0,0
62,1,640,294,235,190,0.48,11,0,0
64,1,641,296,223,187,0.36,11,0,0
66,1,622,296,240,190,0.37,11,0,0
67,1,627,297,242,187,0.40,11,0,0
68,1,624,297,232,189,0.56,11,0,0
69,1,626,297,233,189,0.48,11,0,0
70,1,634,297,236,197,0.26,11,0,0
71,1,637,296,221,188,0.34,11,0,0
74,1,643,296,226,187,0.29,11,0,0
75,1,634,297,240,186,0.57,11,0,0
76,1,637,294,231,190,0.48,11,0,0
77,1,637,293,228,189,0.48,11,0,0
78,1,625,289,246,196,0.36,11,0,0
79,1,623,290,235,192,0.31,11,0,0
80,1,639,294,222,192,0.29,11,0,0
83,1,614,286,261,196,0.28,11,0,0
84,1,625,283,251,199,0.28,11,0,0
86,1,610,243,268,242,0.39,11,0,0
92,1,633,293,240,188,0.26,11,0,0
93,1,632,288,241,198,0.29,11,0,0
