1,1,340,614,54,67,0.80,4,0,0
1,2,476,433,27,25,0.70,4,0,0
1,3,433,481,31,36,0.62,4,0,0
1,4,582,367,16,16,0.61,4,0,0
1,5,633,462,23,28,0.61,4,0,0
1,6,594,349,14,15,0.56,4,0,0
1,7,382,540,38,49,0.54,4,0,0
1,8,823,605,46,54,0.53,4,0,0
1,9,425,514,31,43,0.45,4,0,0
1,10,487,411,24,24,0.42,4,0,0
1,11,633,394,18,22,0.42,4,0,0
1,12,743,396,18,19,0.41,4,0,0
1,13,465,474,18,29,0.40,4,0,0
1,14,679,431,25,35,0.39,4,0,0
1,15,822,480,38,37,0.36,4,0,0
1,16,687,466,22,35,0.35,4,0,0
1,17,354,247,133,107,0.34,6,0,0
1,18,446,466,23,25,0.33,4,0,0
1,19,787,401,21,24,0.27,4,0,0
1,20,788,677,30,42,0.27,1,0,0
1,21,340,614,54,67,0.80,11,0,0
1,22,476,433,27,25,0.70,11,0,0
1,23,433,481,31,36,0.62,11,0,0
1,24,582,367,16,16,0.61,11,0,0
1,25,633,462,23,28,0.61,11,0,0
1,26,594,349,14,15,0.56,11,0,0
1,27,382,540,38,49,0.54,11,0,0
1,28,823,605,46,54,0.53,11,0,0
1,29,425,514,31,43,0.45,11,0,0
1,30,487,411,24,24,0.42,11,0,0
1,31,633,394,18,22,0.42,11,0,0
1,32,743,396,18,19,0.41,11,0,0
1,33,465,474,18,29,0.40,11,0,0
1,34,679,431,25,35,0.39,11,0,0
1,35,822,480,38,37,0.36,11,0,0
1,36,687,466,22,35,0.35,11,0,0
1,37,354,247,133,107,0.34,11,0,0
1,38,446,466,23,25,0.33,11,0,0
1,39,787,401,21,24,0.27,11,0,0
1,40,788,677,30,42,0.27,11,0,0
2,1,337,617,56,68,0.81,4,0,0
2,2,432,483,31,36,0.74,4,0,0
2,3,380,541,38,49,0.69,4,0,0
2,4,475,435,28,25,0.68,4,0,0
2,5,582,369,16,16,0.67,4,0,0
2,6,631,461,25,28,0.65,4,0,0
2,7,425,517,31,42,0.61,4,0,0
2,8,445,465,25,30,0.51,4,0,0
2,9,823,481,38,38,0.51,4,0,0
2,10,678,432,26,35,0.50,4,0,0
2,11,633,394,18,21,0.48,4,0,0
2,12,486,412,23,27,0.47,4,0,0
2,13,823,608,50,55,0.46,4,0,0
2,14,744,398,17,18,0.45,4,0,0
2,15,464,476,19,28,0.42,4,0,0
2,16,594,350,14,15,0.38,4,0,0
2,17,687,467,23,36,0.37,4,0,0
2,18,235,546,53,37,0.28,4,0,0
2,19,639,331,14,19,0.27,4,0,0
2,20,788,401,21,24,0.26,4,0,0
2,21,337,617,56,68,0.81,11,0,0
2,22,432,483,31,36,0.74,11,0,0
2,23,380,541,38,49,0.69,11,0,0
2,24,475,435,28,25,0.68,11,0,0
2,25,582,369,16,16,0.67,11,0,0
2,26,631,461,25,28,0.65,11,0,0
2,27,425,517,31,42,0.61,11,0,0
2,28,445,465,25,30,0.51,11,0,0
2,29,823,481,38,38,0.51,11,0,0
2,30,678,432,26,35,0.50,11,0,0
2,31,633,394,18,21,0.48,11,0,0
2,32,486,412,23,27,0.47,11,0,0
2,33,823,608,50,55,0.46,11,0,0
2,34,744,398,17,18,0.45,11,0,0
2,35,464,476,19,28,0.42,11,0,0
2,36,594,350,14,15,0.38,11,0,0
2,37,687,467,23,36,0.37,11,0,0
2,38,235,546,53,37,0.28,11,0,0
2,39,639,331,14,19,0.27,11,0,0
2,40,788,401,21,24,0.26,11,0,0
3,1,335,620,56,68,0.83,4,0,0
3,2,432,485,30,35,0.75,4,0,0
3,3,581,371,16,18,0.70,4,0,0
3,4,426,522,29,39,0.67,4,0,0
3,5,379,545,38,48,0.67,4,0,0
3,6,475,436,27,25,0.66,4,0,0
3,7,630,461,26,28,0.60,4,0,0
3,8,445,467,25,28,0.54,4,0,0
3,9,824,611,49,53,0.52,4,0,0
3,10,487,413,21,28,0.51,4,0,0
3,11,633,393,18,20,0.50,4,0,0
3,12,679,433,25,37,0.50,4,0,0
3,13,688,475,21,30,0.47,4,0,0
3,14,744,397,17,20,0.40,4,0,0
3,15,824,483,38,38,0.39,4,0,0
3,16,518,416,15,24,0.36,4,0,0
3,17,463,480,18,26,0.33,4,0,0
3,18,363,590,50,33,0.30,4,0,0
3,19,639,331,14,18,0.29,4,0,0
3,20,335,620,56,68,0.83,11,0,0
3,21,432,485,30,35,0.75,11,0,0
3,22,581,371,16,18,0.70,11,0,0
3,23,426,522,29,39,0.67,11,0,0
3,24,379,545,38,48,0.67,11,0,0
3,25,475,436,27,25,0.66,11,0,0
3,26,630,461,26,28,0.60,11,0,0
3,27,445,467,25,28,0.54,11,0,0
3,28,824,611,49,53,0.52,11,0,0
3,29,487,413,21,28,0.51,11,0,0
3,30,633,393,18,20,0.50,11,0,0
3,31,679,433,25,37,0.50,11,0,0
3,32,688,475,21,30,0.47,11,0,0
3,33,744,397,17,20,0.40,11,0,0
3,34,824,483,38,38,0.39,11,0,0
3,35,518,416,15,24,0.36,11,0,0
3,36,463,480,18,26,0.33,11,0,0
3,37,363,590,50,33,0.30,11,0,0
